"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・イ段","賢しい","サカシイ,サカシ,サカシカラ,サカシカロ,サカシカッ,サカシク,サカシクッ,サカシュウ,サカシュゥ,サカシキ,サカシケレ,サカシカレ,サカシケリャ,サカシキャ,サカシ","賢しい","賢し","賢しから","賢しかろ","賢しかっ","賢しくっ","賢しゅぅ","賢しき","賢しけれ","賢しかれ","賢しけりゃ","賢しきゃ","賢し",""
"自立","*","*","形容詞・イ段","そうぞうしい","ソウゾウシイ,ソウゾウシ,ソウゾウシカラ,ソウゾウシカロ,ソウゾウシカッ,ソウゾウシク,ソウゾウシクッ,ソウゾウシュウ,ソウゾウシュゥ,ソウゾウシキ,ソウゾウシケレ,ソウゾウシカレ,ソウゾウシケリャ,ソウゾウシキャ,ソウゾウシ","そうぞうしい","そうぞうし","そうぞうしから","そうぞうしかろ","そうぞうしかっ","そうぞうしくっ","そうぞうしゅぅ","そうぞうしき","そうぞうしけれ","そうぞうしかれ","そうぞうしけりゃ","そうぞうしきゃ","そうぞうし",""
"自立","*","*","形容詞・イ段","物騒がしい","モノサワガシイ,モノサワガシ,モノサワガシカラ,モノサワガシカロ,モノサワガシカッ,モノサワガシク,モノサワガシクッ,モノサワガシュウ,モノサワガシュゥ,モノサワガシキ,モノサワガシケレ,モノサワガシカレ,モノサワガシケリャ,モノサワガシキャ,モノサワガシ","物騒がしい","物騒がし","物騒がしから","物騒がしかろ","物騒がしかっ","物騒がしくっ","物騒がしゅぅ","物騒がしき","物騒がしけれ","物騒がしかれ","物騒がしけりゃ","物騒がしきゃ","物騒がし",""
"自立","*","*","形容詞・アウオ段","細かい","コマカイ,コマカシ,コマカカラ,コマカカロ,コマカカッ,コマカク,コマカクッ,コマカウ,コマカゥ,コマカキ,コマカケレ,コマカカレ,コマカケリャ,コマカキャ,コマカ","細かい","細かし","細かから","細かかろ","細かかっ","細かくっ","細かぅ","細かき","細かけれ","細かかれ","細かけりゃ","細かきゃ","細か",""
"自立","*","*","形容詞・アウオ段","さうざうい","サウザウイ,サウザウシ,サウザウカラ,サウザウカロ,サウザウカッ,サウザウク,サウザウクッ,サウザウウ,サウザウゥ,サウザウキ,サウザウケレ,サウザウカレ,サウザウケリャ,サウザウキャ,サウザウ","さうざうい","さうざうし","さうざうから","さうざうかろ","さうざうかっ","さうざうくっ","さうざうぅ","さうざうき","さうざうけれ","さうざうかれ","さうざうけりゃ","さうざうきゃ","さうざう",""
"自立","*","*","形容詞・イ段","もの淋しい","モノサビシイ,モノサビシ,モノサビシカラ,モノサビシカロ,モノサビシカッ,モノサビシク,モノサビシクッ,モノサビシュウ,モノサビシュゥ,モノサビシキ,モノサビシケレ,モノサビシカレ,モノサビシケリャ,モノサビシキャ,モノサビシ","もの淋しい","もの淋し","もの淋しから","もの淋しかろ","もの淋しかっ","もの淋しくっ","もの淋しゅぅ","もの淋しき","もの淋しけれ","もの淋しかれ","もの淋しけりゃ","もの淋しきゃ","もの淋し",""
"自立","*","*","形容詞・イ段","神ごうしい","コウゴウシイ,コウゴウシ,コウゴウシカラ,コウゴウシカロ,コウゴウシカッ,コウゴウシク,コウゴウシクッ,コウゴウシュウ,コウゴウシュゥ,コウゴウシキ,コウゴウシケレ,コウゴウシカレ,コウゴウシケリャ,コウゴウシキャ,コウゴウシ","神ごうしい","神ごうし","神ごうしから","神ごうしかろ","神ごうしかっ","神ごうしくっ","神ごうしゅぅ","神ごうしき","神ごうしけれ","神ごうしかれ","神ごうしけりゃ","神ごうしきゃ","神ごうし",""
"自立","*","*","形容詞・イ段","もの寂しい","モノサビシイ,モノサビシ,モノサビシカラ,モノサビシカロ,モノサビシカッ,モノサビシク,モノサビシクッ,モノサビシュウ,モノサビシュゥ,モノサビシキ,モノサビシケレ,モノサビシカレ,モノサビシケリャ,モノサビシキャ,モノサビシ","もの寂しい","もの寂し","もの寂しから","もの寂しかろ","もの寂しかっ","もの寂しくっ","もの寂しゅぅ","もの寂しき","もの寂しけれ","もの寂しかれ","もの寂しけりゃ","もの寂しきゃ","もの寂し",""
"自立","*","*","形容詞・イ段","すばらしい","スバラシイ,スバラシ,スバラシカラ,スバラシカロ,スバラシカッ,スバラシク,スバラシクッ,スバラシュウ,スバラシュゥ,スバラシキ,スバラシケレ,スバラシカレ,スバラシケリャ,スバラシキャ,スバラシ","すばらしい","すばらし","すばらしから","すばらしかろ","すばらしかっ","すばらしくっ","すばらしゅぅ","すばらしき","すばらしけれ","すばらしかれ","すばらしけりゃ","すばらしきゃ","すばらし",""
"自立","*","*","形容詞・イ段","重おもしい","オモオモシイ,オモオモシ,オモオモシカラ,オモオモシカロ,オモオモシカッ,オモオモシク,オモオモシクッ,オモオモシュウ,オモオモシュゥ,オモオモシキ,オモオモシケレ,オモオモシカレ,オモオモシケリャ,オモオモシキャ,オモオモシ","重おもしい","重おもし","重おもしから","重おもしかろ","重おもしかっ","重おもしくっ","重おもしゅぅ","重おもしき","重おもしけれ","重おもしかれ","重おもしけりゃ","重おもしきゃ","重おもし",""
"自立","*","*","形容詞・アウオ段","野暮ったい","ヤボッタイ,ヤボッタシ,ヤボッタカラ,ヤボッタカロ,ヤボッタカッ,ヤボッタク,ヤボッタクッ,ヤボッタウ,ヤボッタゥ,ヤボッタキ,ヤボッタケレ,ヤボッタカレ,ヤボッタケリャ,ヤボッタキャ,ヤボッタ","野暮ったい","野暮ったし","野暮ったから","野暮ったかろ","野暮ったかっ","野暮ったくっ","野暮ったぅ","野暮ったき","野暮ったけれ","野暮ったかれ","野暮ったけりゃ","野暮ったきゃ","野暮った",""
"自立","*","*","形容詞・アウオ段","ふとい","フトイ,フトシ,フトカラ,フトカロ,フトカッ,フトク,フトクッ,フトウ,フトゥ,フトキ,フトケレ,フトカレ,フトケリャ,フトキャ,フト","ふとい","ふとし","ふとから","ふとかろ","ふとかっ","ふとくっ","ふとぅ","ふとき","ふとけれ","ふとかれ","ふとけりゃ","ふときゃ","ふと",""
"自立","*","*","形容詞・イ段","めあたらしい","メアタラシイ,メアタラシ,メアタラシカラ,メアタラシカロ,メアタラシカッ,メアタラシク,メアタラシクッ,メアタラシュウ,メアタラシュゥ,メアタラシキ,メアタラシケレ,メアタラシカレ,メアタラシケリャ,メアタラシキャ,メアタラシ","めあたらしい","めあたらし","めあたらしから","めあたらしかろ","めあたらしかっ","めあたらしくっ","めあたらしゅぅ","めあたらしき","めあたらしけれ","めあたらしかれ","めあたらしけりゃ","めあたらしきゃ","めあたらし",""
"自立","*","*","形容詞・アウオ段","ぬるい","ヌルイ,ヌルシ,ヌルカラ,ヌルカロ,ヌルカッ,ヌルク,ヌルクッ,ヌルウ,ヌルゥ,ヌルキ,ヌルケレ,ヌルカレ,ヌルケリャ,ヌルキャ,ヌル","ぬるい","ぬるし","ぬるから","ぬるかろ","ぬるかっ","ぬるくっ","ぬるぅ","ぬるき","ぬるけれ","ぬるかれ","ぬるけりゃ","ぬるきゃ","ぬる",""
"自立","*","*","形容詞・アウオ段","気安い","キヤスイ,キヤスシ,キヤスカラ,キヤスカロ,キヤスカッ,キヤスク,キヤスクッ,キヤスウ,キヤスゥ,キヤスキ,キヤスケレ,キヤスカレ,キヤスケリャ,キヤスキャ,キヤス","気安い","気安し","気安から","気安かろ","気安かっ","気安くっ","気安ぅ","気安き","気安けれ","気安かれ","気安けりゃ","気安きゃ","気安",""
"自立","*","*","形容詞・アウオ段","しおからい","シオカライ,シオカラシ,シオカラカラ,シオカラカロ,シオカラカッ,シオカラク,シオカラクッ,シオカラウ,シオカラゥ,シオカラキ,シオカラケレ,シオカラカレ,シオカラケリャ,シオカラキャ,シオカラ","しおからい","しおからし","しおからから","しおからかろ","しおからかっ","しおからくっ","しおからぅ","しおからき","しおからけれ","しおからかれ","しおからけりゃ","しおからきゃ","しおから",""
"自立","*","*","形容詞・イ段","穢らしい","キタナラシイ,キタナラシ,キタナラシカラ,キタナラシカロ,キタナラシカッ,キタナラシク,キタナラシクッ,キタナラシュウ,キタナラシュゥ,キタナラシキ,キタナラシケレ,キタナラシカレ,キタナラシケリャ,キタナラシキャ,キタナラシ","穢らしい","穢らし","穢らしから","穢らしかろ","穢らしかっ","穢らしくっ","穢らしゅぅ","穢らしき","穢らしけれ","穢らしかれ","穢らしけりゃ","穢らしきゃ","穢らし",""
"自立","*","*","形容詞・イ段","おとこらしい","オトコラシイ,オトコラシ,オトコラシカラ,オトコラシカロ,オトコラシカッ,オトコラシク,オトコラシクッ,オトコラシュウ,オトコラシュゥ,オトコラシキ,オトコラシケレ,オトコラシカレ,オトコラシケリャ,オトコラシキャ,オトコラシ","おとこらしい","おとこらし","おとこらしから","おとこらしかろ","おとこらしかっ","おとこらしくっ","おとこらしゅぅ","おとこらしき","おとこらしけれ","おとこらしかれ","おとこらしけりゃ","おとこらしきゃ","おとこらし",""
"自立","*","*","形容詞・アウオ段","あまずっぱい","アマズッパイ,アマズッパシ,アマズッパカラ,アマズッパカロ,アマズッパカッ,アマズッパク,アマズッパクッ,アマズッパウ,アマズッパゥ,アマズッパキ,アマズッパケレ,アマズッパカレ,アマズッパケリャ,アマズッパキャ,アマズッパ","あまずっぱい","あまずっぱし","あまずっぱから","あまずっぱかろ","あまずっぱかっ","あまずっぱくっ","あまずっぱぅ","あまずっぱき","あまずっぱけれ","あまずっぱかれ","あまずっぱけりゃ","あまずっぱきゃ","あまずっぱ",""
"自立","*","*","形容詞・イ段","おもわしい","オモワシイ,オモワシ,オモワシカラ,オモワシカロ,オモワシカッ,オモワシク,オモワシクッ,オモワシュウ,オモワシュゥ,オモワシキ,オモワシケレ,オモワシカレ,オモワシケリャ,オモワシキャ,オモワシ","おもわしい","おもわし","おもわしから","おもわしかろ","おもわしかっ","おもわしくっ","おもわしゅぅ","おもわしき","おもわしけれ","おもわしかれ","おもわしけりゃ","おもわしきゃ","おもわし",""
"自立","*","*","形容詞・アウオ段","おくふかい","オクフカイ,オクフカシ,オクフカカラ,オクフカカロ,オクフカカッ,オクフカク,オクフカクッ,オクフカウ,オクフカゥ,オクフカキ,オクフカケレ,オクフカカレ,オクフカケリャ,オクフカキャ,オクフカ","おくふかい","おくふかし","おくふかから","おくふかかろ","おくふかかっ","おくふかくっ","おくふかぅ","おくふかき","おくふかけれ","おくふかかれ","おくふかけりゃ","おくふかきゃ","おくふか",""
"自立","*","*","形容詞・アウオ段","懈い","タユイ,タユシ,タユカラ,タユカロ,タユカッ,タユク,タユクッ,タユウ,タユゥ,タユキ,タユケレ,タユカレ,タユケリャ,タユキャ,タユ","懈い","懈し","懈から","懈かろ","懈かっ","懈くっ","懈ぅ","懈き","懈けれ","懈かれ","懈けりゃ","懈きゃ","懈",""
"自立","*","*","形容詞・イ段","仰ぎょうしい","ギョウギョウシイ,ギョウギョウシ,ギョウギョウシカラ,ギョウギョウシカロ,ギョウギョウシカッ,ギョウギョウシク,ギョウギョウシクッ,ギョウギョウシュウ,ギョウギョウシュゥ,ギョウギョウシキ,ギョウギョウシケレ,ギョウギョウシカレ,ギョウギョウシケリャ,ギョウギョウシキャ,ギョウギョウシ","仰ぎょうしい","仰ぎょうし","仰ぎょうしから","仰ぎょうしかろ","仰ぎょうしかっ","仰ぎょうしくっ","仰ぎょうしゅぅ","仰ぎょうしき","仰ぎょうしけれ","仰ぎょうしかれ","仰ぎょうしけりゃ","仰ぎょうしきゃ","仰ぎょうし",""
"自立","*","*","形容詞・アウオ段","こぎたない","コギタナイ,コギタナシ,コギタナカラ,コギタナカロ,コギタナカッ,コギタナク,コギタナクッ,コギタナウ,コギタナゥ,コギタナキ,コギタナケレ,コギタナカレ,コギタナケリャ,コギタナキャ,コギタナ","こぎたない","こぎたなし","こぎたなから","こぎたなかろ","こぎたなかっ","こぎたなくっ","こぎたなぅ","こぎたなき","こぎたなけれ","こぎたなかれ","こぎたなけりゃ","こぎたなきゃ","こぎたな",""
"自立","*","*","形容詞・アウオ段","あぶない","アブナイ,アブナシ,アブナカラ,アブナカロ,アブナカッ,アブナク,アブナクッ,アブナウ,アブナゥ,アブナキ,アブナケレ,アブナカレ,アブナケリャ,アブナキャ,アブナ","あぶない","あぶなし","あぶなから","あぶなかろ","あぶなかっ","あぶなくっ","あぶなぅ","あぶなき","あぶなけれ","あぶなかれ","あぶなけりゃ","あぶなきゃ","あぶな",""
"自立","*","*","形容詞・アウオ段","木深い","コブカイ,コブカシ,コブカカラ,コブカカロ,コブカカッ,コブカク,コブカクッ,コブカウ,コブカゥ,コブカキ,コブカケレ,コブカカレ,コブカケリャ,コブカキャ,コブカ","木深い","木深し","木深から","木深かろ","木深かっ","木深くっ","木深ぅ","木深き","木深けれ","木深かれ","木深けりゃ","木深きゃ","木深",""
"自立","*","*","形容詞・アウオ段","手重い","テオモイ,テオモシ,テオモカラ,テオモカロ,テオモカッ,テオモク,テオモクッ,テオモウ,テオモゥ,テオモキ,テオモケレ,テオモカレ,テオモケリャ,テオモキャ,テオモ","手重い","手重し","手重から","手重かろ","手重かっ","手重くっ","手重ぅ","手重き","手重けれ","手重かれ","手重けりゃ","手重きゃ","手重",""
"自立","*","*","形容詞・アウオ段","尻こそばい","シリコソバイ,シリコソバシ,シリコソバカラ,シリコソバカロ,シリコソバカッ,シリコソバク,シリコソバクッ,シリコソバウ,シリコソバゥ,シリコソバキ,シリコソバケレ,シリコソバカレ,シリコソバケリャ,シリコソバキャ,シリコソバ","尻こそばい","尻こそばし","尻こそばから","尻こそばかろ","尻こそばかっ","尻こそばくっ","尻こそばぅ","尻こそばき","尻こそばけれ","尻こそばかれ","尻こそばけりゃ","尻こそばきゃ","尻こそば",""
"自立","*","*","形容詞・アウオ段","やむを得ない","ヤムヲエナイ,ヤムヲエナシ,ヤムヲエナカラ,ヤムヲエナカロ,ヤムヲエナカッ,ヤムヲエナク,ヤムヲエナクッ,ヤムヲエナウ,ヤムヲエナゥ,ヤムヲエナキ,ヤムヲエナケレ,ヤムヲエナカレ,ヤムヲエナケリャ,ヤムヲエナキャ,ヤムヲエナ","やむを得ない","やむを得なし","やむを得なから","やむを得なかろ","やむを得なかっ","やむを得なくっ","やむを得なぅ","やむを得なき","やむを得なけれ","やむを得なかれ","やむを得なけりゃ","やむを得なきゃ","やむを得な",""
"自立","*","*","形容詞・アウオ段","遍い","アマネイ,アマネシ,アマネカラ,アマネカロ,アマネカッ,アマネク,アマネクッ,アマネウ,アマネゥ,アマネキ,アマネケレ,アマネカレ,アマネケリャ,アマネキャ,アマネ","遍い","遍し","遍から","遍かろ","遍かっ","遍くっ","遍ぅ","遍き","遍けれ","遍かれ","遍けりゃ","遍きゃ","遍",""
"自立","*","*","形容詞・アウオ段","手ばやい","テバヤイ,テバヤシ,テバヤカラ,テバヤカロ,テバヤカッ,テバヤク,テバヤクッ,テバヤウ,テバヤゥ,テバヤキ,テバヤケレ,テバヤカレ,テバヤケリャ,テバヤキャ,テバヤ","手ばやい","手ばやし","手ばやから","手ばやかろ","手ばやかっ","手ばやくっ","手ばやぅ","手ばやき","手ばやけれ","手ばやかれ","手ばやけりゃ","手ばやきゃ","手ばや",""
"自立","*","*","形容詞・アウオ段","気だかい","ケダカイ,ケダカシ,ケダカカラ,ケダカカロ,ケダカカッ,ケダカク,ケダカクッ,ケダカウ,ケダカゥ,ケダカキ,ケダカケレ,ケダカカレ,ケダカケリャ,ケダカキャ,ケダカ","気だかい","気だかし","気だかから","気だかかろ","気だかかっ","気だかくっ","気だかぅ","気だかき","気だかけれ","気だかかれ","気だかけりゃ","気だかきゃ","気だか",""
"自立","*","*","形容詞・アウオ段","あさい","アサイ,アサシ,アサカラ,アサカロ,アサカッ,アサク,アサクッ,アサウ,アサゥ,アサキ,アサケレ,アサカレ,アサケリャ,アサキャ,アサ","あさい","あさし","あさから","あさかろ","あさかっ","あさくっ","あさぅ","あさき","あさけれ","あさかれ","あさけりゃ","あさきゃ","あさ",""
"自立","*","*","形容詞・イ段","厭わしい","イトワシイ,イトワシ,イトワシカラ,イトワシカロ,イトワシカッ,イトワシク,イトワシクッ,イトワシュウ,イトワシュゥ,イトワシキ,イトワシケレ,イトワシカレ,イトワシケリャ,イトワシキャ,イトワシ","厭わしい","厭わし","厭わしから","厭わしかろ","厭わしかっ","厭わしくっ","厭わしゅぅ","厭わしき","厭わしけれ","厭わしかれ","厭わしけりゃ","厭わしきゃ","厭わし",""
"自立","*","*","形容詞・アウオ段","まわり遠い","マワリドオイ,マワリドオシ,マワリドオカラ,マワリドオカロ,マワリドオカッ,マワリドオク,マワリドオクッ,マワリドオウ,マワリドオゥ,マワリドオキ,マワリドオケレ,マワリドオカレ,マワリドオケリャ,マワリドオキャ,マワリドオ","まわり遠い","まわり遠し","まわり遠から","まわり遠かろ","まわり遠かっ","まわり遠くっ","まわり遠ぅ","まわり遠き","まわり遠けれ","まわり遠かれ","まわり遠けりゃ","まわり遠きゃ","まわり遠",""
"自立","*","*","形容詞・アウオ段","双ない","ソウナイ,ソウナシ,ソウナカラ,ソウナカロ,ソウナカッ,ソウナク,ソウナクッ,ソウナウ,ソウナゥ,ソウナキ,ソウナケレ,ソウナカレ,ソウナケリャ,ソウナキャ,ソウナ","双ない","双なし","双なから","双なかろ","双なかっ","双なくっ","双なぅ","双なき","双なけれ","双なかれ","双なけりゃ","双なきゃ","双な",""
"自立","*","*","形容詞・アウオ段","くどい","クドイ,クドシ,クドカラ,クドカロ,クドカッ,クドク,クドクッ,クドウ,クドゥ,クドキ,クドケレ,クドカレ,クドケリャ,クドキャ,クド","くどい","くどし","くどから","くどかろ","くどかっ","くどくっ","くどぅ","くどき","くどけれ","くどかれ","くどけりゃ","くどきゃ","くど",""
"自立","*","*","形容詞・アウオ段","はらぎたない","ハラギタナイ,ハラギタナシ,ハラギタナカラ,ハラギタナカロ,ハラギタナカッ,ハラギタナク,ハラギタナクッ,ハラギタナウ,ハラギタナゥ,ハラギタナキ,ハラギタナケレ,ハラギタナカレ,ハラギタナケリャ,ハラギタナキャ,ハラギタナ","はらぎたない","はらぎたなし","はらぎたなから","はらぎたなかろ","はらぎたなかっ","はらぎたなくっ","はらぎたなぅ","はらぎたなき","はらぎたなけれ","はらぎたなかれ","はらぎたなけりゃ","はらぎたなきゃ","はらぎたな",""
"自立","*","*","形容詞・アウオ段","まっくろい","マックロイ,マックロシ,マックロカラ,マックロカロ,マックロカッ,マックロク,マックロクッ,マックロウ,マックロゥ,マックロキ,マックロケレ,マックロカレ,マックロケリャ,マックロキャ,マックロ","まっくろい","まっくろし","まっくろから","まっくろかろ","まっくろかっ","まっくろくっ","まっくろぅ","まっくろき","まっくろけれ","まっくろかれ","まっくろけりゃ","まっくろきゃ","まっくろ",""
"自立","*","*","形容詞・アウオ段","甘い","アマイ,アマシ,アマカラ,アマカロ,アマカッ,アマク,アマクッ,アマウ,アマゥ,アマキ,アマケレ,アマカレ,アマケリャ,アマキャ,アマ,ウマイ,ウマシ,ウマカラ,ウマカロ,ウマカッ,ウマク,ウマクッ,ウマウ,ウマゥ,ウマキ,ウマケレ,ウマカレ,ウマケリャ,ウマキャ,ウマ","甘い","甘し","甘から","甘かろ","甘かっ","甘くっ","甘ぅ","甘き","甘けれ","甘かれ","甘けりゃ","甘きゃ","甘",""
"自立","*","*","形容詞・イ段","親しい","シタシイ,シタシ,シタシカラ,シタシカロ,シタシカッ,シタシク,シタシクッ,シタシュウ,シタシュゥ,シタシキ,シタシケレ,シタシカレ,シタシケリャ,シタシキャ,シタシ","親しい","親し","親しから","親しかろ","親しかっ","親しくっ","親しゅぅ","親しき","親しけれ","親しかれ","親しけりゃ","親しきゃ","親し",""
"自立","*","*","形容詞・アウオ段","かんだかい","カンダカイ,カンダカシ,カンダカカラ,カンダカカロ,カンダカカッ,カンダカク,カンダカクッ,カンダカウ,カンダカゥ,カンダカキ,カンダカケレ,カンダカカレ,カンダカケリャ,カンダカキャ,カンダカ","かんだかい","かんだかし","かんだかから","かんだかかろ","かんだかかっ","かんだかくっ","かんだかぅ","かんだかき","かんだかけれ","かんだかかれ","かんだかけりゃ","かんだかきゃ","かんだか",""
"自立","*","*","形容詞・イ段","厳しい","キビシイ,キビシ,キビシカラ,キビシカロ,キビシカッ,キビシク,キビシクッ,キビシュウ,キビシュゥ,キビシキ,キビシケレ,キビシカレ,キビシケリャ,キビシキャ,キビシ,イカメシイ,イカメシ,イカメシカラ,イカメシカロ,イカメシカッ,イカメシク,イカメシクッ,イカメシュウ,イカメシュゥ,イカメシキ,イカメシケレ,イカメシカレ,イカメシケリャ,イカメシキャ,イカメシ","厳しい","厳し","厳しから","厳しかろ","厳しかっ","厳しくっ","厳しゅぅ","厳しき","厳しけれ","厳しかれ","厳しけりゃ","厳しきゃ","厳し",""
"自立","*","*","形容詞・イ段","事々しい","コトゴトシイ,コトゴトシ,コトゴトシカラ,コトゴトシカロ,コトゴトシカッ,コトゴトシク,コトゴトシクッ,コトゴトシュウ,コトゴトシュゥ,コトゴトシキ,コトゴトシケレ,コトゴトシカレ,コトゴトシケリャ,コトゴトシキャ,コトゴトシ","事々しい","事々し","事々しから","事々しかろ","事々しかっ","事々しくっ","事々しゅぅ","事々しき","事々しけれ","事々しかれ","事々しけりゃ","事々しきゃ","事々し",""
"自立","*","*","形容詞・イ段","弱よわしい","ヨワヨワシイ,ヨワヨワシ,ヨワヨワシカラ,ヨワヨワシカロ,ヨワヨワシカッ,ヨワヨワシク,ヨワヨワシクッ,ヨワヨワシュウ,ヨワヨワシュゥ,ヨワヨワシキ,ヨワヨワシケレ,ヨワヨワシカレ,ヨワヨワシケリャ,ヨワヨワシキャ,ヨワヨワシ","弱よわしい","弱よわし","弱よわしから","弱よわしかろ","弱よわしかっ","弱よわしくっ","弱よわしゅぅ","弱よわしき","弱よわしけれ","弱よわしかれ","弱よわしけりゃ","弱よわしきゃ","弱よわし",""
"自立","*","*","形容詞・イ段","美味しい","オイシイ,オイシ,オイシカラ,オイシカロ,オイシカッ,オイシク,オイシクッ,オイシュウ,オイシュゥ,オイシキ,オイシケレ,オイシカレ,オイシケリャ,オイシキャ,オイシ","美味しい","美味し","美味しから","美味しかろ","美味しかっ","美味しくっ","美味しゅぅ","美味しき","美味しけれ","美味しかれ","美味しけりゃ","美味しきゃ","美味し",""
"自立","*","*","形容詞・イ段","侘しい","ワビシイ,ワビシ,ワビシカラ,ワビシカロ,ワビシカッ,ワビシク,ワビシクッ,ワビシュウ,ワビシュゥ,ワビシキ,ワビシケレ,ワビシカレ,ワビシケリャ,ワビシキャ,ワビシ","侘しい","侘し","侘しから","侘しかろ","侘しかっ","侘しくっ","侘しゅぅ","侘しき","侘しけれ","侘しかれ","侘しけりゃ","侘しきゃ","侘し",""
"自立","*","*","形容詞・アウオ段","けだかい","ケダカイ,ケダカシ,ケダカカラ,ケダカカロ,ケダカカッ,ケダカク,ケダカクッ,ケダカウ,ケダカゥ,ケダカキ,ケダカケレ,ケダカカレ,ケダカケリャ,ケダカキャ,ケダカ","けだかい","けだかし","けだかから","けだかかろ","けだかかっ","けだかくっ","けだかぅ","けだかき","けだかけれ","けだかかれ","けだかけりゃ","けだかきゃ","けだか",""
"自立","*","*","形容詞・アウオ段","あっけない","アッケナイ,アッケナシ,アッケナカラ,アッケナカロ,アッケナカッ,アッケナク,アッケナクッ,アッケナウ,アッケナゥ,アッケナキ,アッケナケレ,アッケナカレ,アッケナケリャ,アッケナキャ,アッケナ","あっけない","あっけなし","あっけなから","あっけなかろ","あっけなかっ","あっけなくっ","あっけなぅ","あっけなき","あっけなけれ","あっけなかれ","あっけなけりゃ","あっけなきゃ","あっけな",""
"自立","*","*","形容詞・イ段","息苦しい","イキグルシイ,イキグルシ,イキグルシカラ,イキグルシカロ,イキグルシカッ,イキグルシク,イキグルシクッ,イキグルシュウ,イキグルシュゥ,イキグルシキ,イキグルシケレ,イキグルシカレ,イキグルシケリャ,イキグルシキャ,イキグルシ","息苦しい","息苦し","息苦しから","息苦しかろ","息苦しかっ","息苦しくっ","息苦しゅぅ","息苦しき","息苦しけれ","息苦しかれ","息苦しけりゃ","息苦しきゃ","息苦し",""
"自立","*","*","形容詞・イ段","微笑ましい","ホホエマシイ,ホホエマシ,ホホエマシカラ,ホホエマシカロ,ホホエマシカッ,ホホエマシク,ホホエマシクッ,ホホエマシュウ,ホホエマシュゥ,ホホエマシキ,ホホエマシケレ,ホホエマシカレ,ホホエマシケリャ,ホホエマシキャ,ホホエマシ","微笑ましい","微笑まし","微笑ましから","微笑ましかろ","微笑ましかっ","微笑ましくっ","微笑ましゅぅ","微笑ましき","微笑ましけれ","微笑ましかれ","微笑ましけりゃ","微笑ましきゃ","微笑まし",""
"自立","*","*","形容詞・アウオ段","安っぽい","ヤスッポイ,ヤスッポシ,ヤスッポカラ,ヤスッポカロ,ヤスッポカッ,ヤスッポク,ヤスッポクッ,ヤスッポウ,ヤスッポゥ,ヤスッポキ,ヤスッポケレ,ヤスッポカレ,ヤスッポケリャ,ヤスッポキャ,ヤスッポ","安っぽい","安っぽし","安っぽから","安っぽかろ","安っぽかっ","安っぽくっ","安っぽぅ","安っぽき","安っぽけれ","安っぽかれ","安っぽけりゃ","安っぽきゃ","安っぽ",""
"自立","*","*","形容詞・アウオ段","大事無い","ダイジナイ,ダイジナシ,ダイジナカラ,ダイジナカロ,ダイジナカッ,ダイジナク,ダイジナクッ,ダイジナウ,ダイジナゥ,ダイジナキ,ダイジナケレ,ダイジナカレ,ダイジナケリャ,ダイジナキャ,ダイジナ","大事無い","大事無し","大事無から","大事無かろ","大事無かっ","大事無くっ","大事無ぅ","大事無き","大事無けれ","大事無かれ","大事無けりゃ","大事無きゃ","大事無",""
"自立","*","*","形容詞・アウオ段","こころよわい","ココロヨワイ,ココロヨワシ,ココロヨワカラ,ココロヨワカロ,ココロヨワカッ,ココロヨワク,ココロヨワクッ,ココロヨワウ,ココロヨワゥ,ココロヨワキ,ココロヨワケレ,ココロヨワカレ,ココロヨワケリャ,ココロヨワキャ,ココロヨワ","こころよわい","こころよわし","こころよわから","こころよわかろ","こころよわかっ","こころよわくっ","こころよわぅ","こころよわき","こころよわけれ","こころよわかれ","こころよわけりゃ","こころよわきゃ","こころよわ",""
"自立","*","*","形容詞・アウオ段","ずぶとい","ズブトイ,ズブトシ,ズブトカラ,ズブトカロ,ズブトカッ,ズブトク,ズブトクッ,ズブトウ,ズブトゥ,ズブトキ,ズブトケレ,ズブトカレ,ズブトケリャ,ズブトキャ,ズブト","ずぶとい","ずぶとし","ずぶとから","ずぶとかろ","ずぶとかっ","ずぶとくっ","ずぶとぅ","ずぶとき","ずぶとけれ","ずぶとかれ","ずぶとけりゃ","ずぶときゃ","ずぶと",""
"自立","*","*","形容詞・アウオ段","ぬくい","ヌクイ,ヌクシ,ヌクカラ,ヌクカロ,ヌクカッ,ヌクク,ヌククッ,ヌクウ,ヌクゥ,ヌクキ,ヌクケレ,ヌクカレ,ヌクケリャ,ヌクキャ,ヌク","ぬくい","ぬくし","ぬくから","ぬくかろ","ぬくかっ","ぬくくっ","ぬくぅ","ぬくき","ぬくけれ","ぬくかれ","ぬくけりゃ","ぬくきゃ","ぬく",""
"自立","*","*","形容詞・アウオ段","あやい","アヤイ,アヤシ,アヤカラ,アヤカロ,アヤカッ,アヤク,アヤクッ,アヤウ,アヤゥ,アヤキ,アヤケレ,アヤカレ,アヤケリャ,アヤキャ,アヤ","あやい","あやし","あやから","あやかろ","あやかっ","あやくっ","あやぅ","あやき","あやけれ","あやかれ","あやけりゃ","あやきゃ","あや",""
